template_id,canonical_sql,count
3077,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = boolean AND table_alias1.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num,1
3078,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = num AND table_alias1.col_name = boolean AND table_alias1.col_name = string AND table_alias1.col_name = ( SELECT MAX(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = num AND table_alias1.col_name = boolean AND table_alias1.col_name = string ),1
3079,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = num AND table_alias1.col_name = string,1
3080,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = num GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num,1
3081,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = num ORDER BY table_alias0.col_name DESC LIMIT num,1
3082,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = num;,1
3083,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = string LIMIT num,1
3084,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = string GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num,1
3085,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name > num AND table_alias1.col_name = num;,1
3086,"SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name IN (string, string, string, string, string)",1
3087,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name IS NOT NULL ORDER BY table_alias1.col_name LIMIT num,1
3088,"SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name IS NULL ORDER BY CAST(REPLACE(trim(table_alias0.col_name, string), string, string) AS column_alias0) DESC LIMIT num",1
3089,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.table_name = string,1
3090,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 USING (col_name) INNER JOIN table_name AS table_alias2 USING (col_name) WHERE table_alias2.col_name LIKE string AND table_alias1.col_name = string,1
3091,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 USING (col_name) WHERE table_alias1.col_name = num,1
3092,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 USING (col_name) WHERE table_alias1.col_name = string GROUP BY table_alias0.col_name,1
3093,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 WHERE table_alias1.col_name = string AND table_alias0.col_name = table_alias1.col_name,1
3094,SELECT table_alias0.col_name FROM table_name AS table_alias0 LEFT JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name IS NULL AND table_alias0.col_name = string LIMIT num,1
3095,SELECT table_alias0.col_name FROM table_name AS table_alias0 RIGHT JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
3096,SELECT table_alias0.col_name FROM table_name AS table_alias0 WHERE table_alias0.col_name = ( SELECT table_alias1.col_name FROM table_name AS table_alias1 WHERE table_alias1.col_name = string ),1
3097,SELECT table_alias0.col_name FROM table_name AS table_alias0 WHERE table_alias0.col_name = num,1
3098,SELECT table_alias0.col_name FROM table_name AS table_alias0 WHERE table_alias0.col_name BETWEEN num AND num,1
3099,SELECT table_alias0.col_name FROM table_name AS table_alias0 WHERE table_alias0.col_name LIKE string,1
3100,SELECT table_alias0.col_name FROM table_name table_alias0 WHERE table_alias0.col_name = string,1
3101,"SELECT table_alias0.col_name, AVG(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN `col_name` AS table_alias2 ON table_alias0.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num",1
3102,"SELECT table_alias0.col_name, AVG(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name != string GROUP BY table_alias0.col_name",1
3103,"SELECT table_alias0.col_name, CAST(SUM(table_alias1.col_name) AS column_alias0) / SUM(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string GROUP BY table_alias0.col_name",1
3104,"SELECT table_alias0.col_name, COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name >= num",1
3105,"SELECT table_alias0.col_name, COUNT(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND CAST(col_name AS column_alias0) < -num",1
3106,"SELECT table_alias0.col_name, MAX(table_alias0.col_name), MAX(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.table_name = string",1
3107,"SELECT table_alias0.col_name, MAX(table_alias0.column_alias0) FROM ( SELECT col_name, COUNT(col_name) AS column_alias0 FROM table_name WHERE col_name = column_alias0 GROUP BY col_name ) table_alias0",1
3108,"SELECT table_alias0.col_name, MAX(table_alias1.DATE) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string ORDER BY table_alias1.DATE DESC LIMIT num",1
3109,"SELECT table_alias0.col_name, MAX(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name BETWEEN num AND num GROUP BY table_alias0.col_name",1
3110,"SELECT table_alias0.col_name, SUM(table_alias0.col_name) * num FROM table_name AS table_alias0 GROUP BY col_name ORDER BY SUM(table_alias0.col_name) * num DESC LIMIT num",1
3111,"SELECT table_alias0.col_name, SUM(table_alias1.col_name * table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name, table_alias0.col_name ORDER BY SUM(table_alias1.col_name) DESC LIMIT num",1
3112,"SELECT table_alias0.col_name, SUM(table_alias2.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN `col_name` AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = boolean AND table_alias0.col_name = string GROUP BY table_alias0.col_name",1
3113,"SELECT table_alias0.col_name, table_alias0.col_name + table_alias0.col_name + table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias2.col_name = string",1
3114,"SELECT table_alias0.col_name, table_alias0.col_name + table_alias0.col_name + table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.col_name DESC LIMIT num",1
3115,"SELECT table_alias0.col_name, table_alias0.col_name , STRFTIME(string, col_name) - STRFTIME(string, col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = num ORDER BY STRFTIME(string, col_name) - STRFTIME(string, col_name) DESC LIMIT num",1
3116,"SELECT table_alias0.col_name, table_alias0.col_name , table_alias0.col_name, STRFTIME(string, col_name) - col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name >= num AND table_alias1.col_name <= num GROUP BY table_alias0.col_name",1
3117,"SELECT table_alias0.col_name, table_alias0.col_name , table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name >= num",1
3118,"SELECT table_alias0.col_name, table_alias0.col_name - table_alias0.col_name AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num AND table_alias1.col_name BETWEEN string AND string",1
3119,"SELECT table_alias0.col_name, table_alias0.col_name - table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.col_name DESC LIMIT num",1
3120,"SELECT table_alias0.col_name, table_alias0.col_name - table_alias0.col_name FROM table_name AS table_alias0 WHERE table_alias0.col_name = string ORDER BY table_alias0.col_name - table_alias0.col_name DESC LIMIT num",1
3121,"SELECT table_alias0.col_name, table_alias0.col_name - table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name, table_alias0.col_name - table_alias1.col_name ORDER BY SUM(table_alias0.col_name) DESC LIMIT num",1
3122,"SELECT table_alias0.col_name, table_alias0.col_name FROM ( SELECT col_name FROM table_name WHERE col_name IS NOT NULL ORDER BY col_name ASC LIMIT num ) AS table_alias1 INNER JOIN ( SELECT DISTINCT col_name, col_name FROM table_name WHERE year BETWEEN num AND num ) AS table_alias0 ON table_alias1.col_name = table_alias0.col_name",1
3123,"SELECT table_alias0.col_name, table_alias0.col_name FROM `col_name col_name` AS table_alias1 INNER JOIN `col_name col_name` AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
3124,"SELECT table_alias0.col_name, table_alias0.col_name FROM `col_name col_name` AS table_alias1 INNER JOIN `col_name col_name` AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias1.col_name) ASC LIMIT num",1
3125,"SELECT table_alias0.col_name, table_alias0.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num",1
3126,"SELECT table_alias0.col_name, table_alias0.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
3127,"SELECT table_alias0.col_name, table_alias0.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = boolean GROUP BY table_alias0.col_name",1
3128,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE (table_alias0.col_name = string AND table_alias0.col_name = string) OR (table_alias0.col_name = string AND table_alias0.col_name = string) ORDER BY table_alias1.col_name DESC LIMIT num",1
3129,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
3130,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string ORDER BY table_alias0.col_name DESC LIMIT num",1
3131,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN ( SELECT * FROM table_name WHERE col_name = num ) AS table_alias1 on table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = num and table_alias0.col_name > table_alias1.col_name",1
3132,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN ( SELECT col_name FROM table_name WHERE col_name = string GROUP BY col_name ORDER BY COUNT(col_name) DESC LIMIT num ) AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
3133,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN ( SELECT col_name, COUNT(*) AS column_alias0 FROM ( SELECT *, date(column_alias3, string || column_alias2 || string) AS column_alias1 FROM ( SELECT col_name, column_alias3, col_name() OVER (PARTITION BY col_name ORDER BY column_alias3) AS column_alias2 FROM ( SELECT DISTINCT col_name, date(col_name) AS column_alias3 FROM table_name ) ) ) GROUP BY col_name, column_alias1 HAVING column_alias0 = num ) AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
3134,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.`col_name-col_name` = string AND CAST(REPLACE(trim(table_alias0.col_name, string), string, string) AS column_alias1) * num / CAST(REPLACE(trim(table_alias0.col_name, string), string, string) AS column_alias1) * num < num",1
3135,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name IS NULL",1
3136,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name IS NOT NULL AND table_alias0.col_name < num",1
3137,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE STRFTIME(string, table_alias1.col_name) = string GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num",1
3138,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `col_name` AS table_alias3 ON table_alias0.col_name = table_alias3.col_name INNER JOIN table_name AS table_alias1 ON table_alias3.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string",1
3139,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = string GROUP BY table_alias0.col_name, table_alias0.col_name",1
3140,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
3141,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND CAST(table_alias1.col_name AS column_alias1) <= num AND CAST(table_alias1.col_name AS column_alias1) >= num",1
3142,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name = string AND table_alias1.col_name = string",1
3143,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name = string GROUP BY table_alias0.col_name, table_alias0.col_name",1
3144,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name` = table_alias1.`col_name` WHERE table_alias1.col_name = string",1
3145,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name, table_alias0.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num",1
3146,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias2.col_name = table_alias3.col_name WHERE STRFTIME(string, table_alias1.col_name) = string AND table_alias3.col_name = string",1
3147,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name ORDER BY table_alias2.col_name DESC LIMIT num",1
3148,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE (table_alias0.col_name = string OR table_alias0.col_name = string) AND (table_alias0.col_name = string OR table_alias0.col_name = string) AND table_alias2.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num",1
3149,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = string AND table_alias2.col_name = string AND table_alias0.col_name = string",1
3150,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = string ORDER BY table_alias2.col_name DESC LIMIT num",1
3151,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name IS NULL AND table_alias2.col_name = string",1
3152,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = num AND table_alias0.col_name = string",1
3153,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias1.col_name = num",1
3154,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias1.col_name = string",1
3155,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias1.col_name IS NULL",1
3156,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num",1
3157,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name ORDER BY table_alias2.col_name DESC LIMIT num",1
3158,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name = string AND table_alias2.col_name = string",1
3159,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias2.col_name = string AND table_alias1.col_name < num",1
3160,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias2.col_name = string AND table_alias1.col_name > num ORDER BY table_alias0.col_name DESC LIMIT num",1
3161,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.table_name WHERE table_alias1.col_name = num AND table_alias2.table_name = string",1
3162,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.col_name - table_alias1.col_name DESC LIMIT num",1
3163,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.col_name DESC LIMIT num",1
3164,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.table_name DESC LIMIT num",1
3165,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE STRFTIME(string, table_alias1.col_name) >= string AND table_alias1.col_name = boolean",1
3166,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num",1
3167,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = table_alias1.col_name",1
3168,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.`Date col_name` = string AND table_alias1.`col_name col_name` = string",1
3169,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.`col_name col_name?` = string AND table_alias1.`col_name col_name?` = string",1
3170,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name < num AND table_alias0.col_name >= num AND table_alias0.col_name <= num",1
3171,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = ( SELECT MAX(col_name) FROM table_name WHERE col_name = string ) LIMIT num",1
3172,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = boolean AND table_alias1.col_name < num",1
3173,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = boolean AND table_alias1.col_name = string AND table_alias1.col_name = string;",1
3174,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num AND table_alias1.col_name = string",1
3175,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num GROUP BY table_alias1.col_name ORDER BY SUM(table_alias1.`+/-`) DESC LIMIT num",1
3176,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num GROUP BY table_alias1.col_name ORDER BY SUM(table_alias1.col_name) DESC LIMIT num",1
3177,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num OR table_alias1.col_name = num",1
3178,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num ORDER BY table_alias0.col_name DESC LIMIT num",1
3179,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND CAST((strftime(string, table_alias0.col_name) - strftime(string, table_alias0.col_name)) AS column_alias0) / num < num",1
3180,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND strftime(string, table_alias1.col_name) - strftime(string, table_alias1.col_name) > num",1
3181,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = num AND table_alias0.col_name = num",1
3182,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = string",1
3183,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name = num",1
